VATTENID,MS_CD,EU_CD,VF,NAMN,LOKAL,Region,Ndatum1,DATUM1,Anno,KVALITET,BONETYP,NBONET,NpueBtotal,NpueBAbb,NpueBGäd,NpueBMör,NpueBRöd,Narter,Nrader,RT90X,RT90Y,S99TM_N,S99TM_E,WGS84_N,WGS84_E
642489-151724,WA34425522,SE642489-151724,Y,Allgjutten,Hela sjön,Södra,30,20100818,2010,Stand,Bnord12,24,11.81,4.37,0.11,5.69, ,5,5,6424890,1517240,6423441,564895,57.94794,16.09632
642489-151724,WA34425522,SE642489-151724,Y,Allgjutten,Hela sjön,Södra,30,20110819,2011,Stand,Bnord12,24,9.22,4.30,0.21,3.24, ,5,5,6424890,1517240,6423441,564895,57.94794,16.09632
642489-151724,WA34425522,SE642489-151724,Y,Allgjutten,Hela sjön,Södra,30,20120817,2012,Stand,Bnord12,24,12.99,7.93,0.18,2.44, ,5,5,6424890,1517240,6423441,564895,57.94794,16.09632
642489-151724,WA34425522,SE642489-151724,Y,Allgjutten,Hela sjön,Södra,30,20130727,2013,Stand,Bnord12,24,8.81,5.71,0.04,2.07, ,5,5,6424890,1517240,6423441,564895,57.94794,16.09632
642489-151724,WA34425522,SE642489-151724,Y,Allgjutten,Hela sjön,Södra,30,20140727,2014,Stand,Bnord12,24,11.04,6.25,0.16,3.69, ,5,5,6424890,1517240,6423441,564895,57.94794,16.09632
642489-151724,WA34425522,SE642489-151724,Y,Allgjutten,Hela sjön,Södra,30,20150730,2015,Stand,Bnord12,24,11.05,5.27,0.13,4.32, ,5,5,6424890,1517240,6423441,564895,57.94794,16.09632
642489-151724,WA34425522,SE642489-151724,Y,Allgjutten,Hela sjön,Södra,30,20160727,2016,Stand,Bnord12,24,17.24,10.42,0.03,5.38, ,5,5,6424890,1517240,6423441,564895,57.94794,16.09632
642489-151724,WA34425522,SE642489-151724,Y,Allgjutten,Hela sjön,Södra,30,20170807,2017,Stand,Bnord12,24,15.03,8.16,0.26,5.17, ,5,5,6424890,1517240,6423441,564895,57.94794,16.09632
642489-151724,WA34425522,SE642489-151724,Y,Allgjutten,Hela sjön,Södra,30,20180801,2018,Stand,Bnord12,24,9.49,4.83,0.25,3.56, ,5,5,6424890,1517240,6423441,564895,57.94794,16.09632
642489-151724,WA34425522,SE642489-151724,Y,Allgjutten,Hela sjön,Södra,30,20190809,2019,Stand,Bnord12,24,16.24,8.52,0.27,5.86, ,5,5,6424890,1517240,6423441,564895,57.94794,16.09632
642489-151724,WA34425522,SE642489-151724,Y,Allgjutten,Hela sjön,Södra,30,20200727,2020,Stand,Bnord12,24,14.89,8.79,0.13,4.44, ,5,5,6424890,1517240,6423441,564895,57.94794,16.09632
642489-151724,WA34425522,SE642489-151724,Y,Allgjutten,Hela sjön,Södra,30,20210720,2021,Stand,Bnord12,24,14.48,9.26,0.08,4.03, ,5,5,6424890,1517240,6423441,564895,57.94794,16.09632
642489-151724,WA34425522,SE642489-151724,Y,Allgjutten,Hela sjön,Södra,30,20220815,2022,Stand,Bnord12,24,11.13,7.74,0.19,1.70, ,5,5,6424890,1517240,6423441,564895,57.94794,16.09632
643914-127698,WA48062167,NW643960-127717,N,Härsvatten,Hela sjön,Södra,11,19940820,1994,Inven,Bnord12,10,0.00, , , , ,0,1,6439140,1276980,6434816,324602,58.02020,12.03037
643914-127698,WA48062167,NW643960-127717,N,Härsvatten,Hela sjön,Södra,11,19950824,1995,Inven,Bnord12,10,0.00, , , , ,0,1,6439140,1276980,6434816,324602,58.02020,12.03037
643914-127698,WA48062167,NW643960-127717,N,Härsvatten,Hela sjön,Södra,11,19960725,1996,Inven,Bnord12,10,0.00, , , , ,0,1,6439140,1276980,6434816,324602,58.02020,12.03037
643914-127698,WA48062167,NW643960-127717,N,Härsvatten,Hela sjön,Södra,11,19970712,1997,Inven,Bnord12,10,0.00, , , , ,0,1,6439140,1276980,6434816,324602,58.02020,12.03037
643914-127698,WA48062167,NW643960-127717,N,Härsvatten,Hela sjön,Södra,11,19980722,1998,Inven,Bnord12,10,0.00, , , , ,0,1,6439140,1276980,6434816,324602,58.02020,12.03037
643914-127698,WA48062167,NW643960-127717,N,Härsvatten,Hela sjön,Södra,11,19990721,1999,Inven,Bnord12,10,0.00, , , , ,0,1,6439140,1276980,6434816,324602,58.02020,12.03037
643914-127698,WA48062167,NW643960-127717,N,Härsvatten,Hela sjön,Södra,11,20000724,2000,Inven,Bnord12,10,0.00, , , , ,0,1,6439140,1276980,6434816,324602,58.02020,12.03037
643914-127698,WA48062167,NW643960-127717,N,Härsvatten,Hela sjön,Södra,11,20010802,2001,Inven,Bnord12,10,0.00, , , , ,0,1,6439140,1276980,6434816,324602,58.02020,12.03037
643914-127698,WA48062167,NW643960-127717,N,Härsvatten,Hela sjön,Södra,11,20030802,2003,Inven,Bnord12,10,0.00, , , , ,0,1,6439140,1276980,6434816,324602,58.02020,12.03037
643914-127698,WA48062167,NW643960-127717,N,Härsvatten,Hela sjön,Södra,11,20070813,2007,Inven,Bnord12,10,0.00, , , , ,0,1,6439140,1276980,6434816,324602,58.02020,12.03037
643914-127698,WA48062167,NW643960-127717,N,Härsvatten,Hela sjön,Södra,11,20110731,2011,Inven,Bnord12,10,0.00, , , , ,0,1,6439140,1276980,6434816,324602,58.02020,12.03037
645289-128665,WA31917172,NW645343-128665,N,Fräcksjön,Hela sjön,Södra,23,19940811,1994,Stand,Bnord12,16,14.61,4.29,0.00,9.18, ,6,8,6452890,1286650,6448672,334101,58.14815,12.18118
645289-128665,WA31917172,NW645343-128665,N,Fräcksjön,Hela sjön,Södra,23,19950722,1995,Stand,Bnord12,16,16.05,2.99,0.00,9.46, ,6,8,6452890,1286650,6448672,334101,58.14815,12.18118
645289-128665,WA31917172,NW645343-128665,N,Fräcksjön,Hela sjön,Södra,23,19960723,1996,Stand,Bnord12,16,8.35,3.89,0.00,2.50, ,7,8,6452890,1286650,6448672,334101,58.14815,12.18118
645289-128665,WA31917172,NW645343-128665,N,Fräcksjön,Hela sjön,Södra,23,19970713,1997,Stand,Bnord12,16,15.35,3.84,0.14,9.02, ,7,8,6452890,1286650,6448672,334101,58.14815,12.18118
645289-128665,WA31917172,NW645343-128665,N,Fräcksjön,Hela sjön,Södra,23,19980722,1998,Stand,Bnord12,16,21.80,4.90,0.00,6.05, ,6,8,6452890,1286650,6448672,334101,58.14815,12.18118
645289-128665,WA31917172,NW645343-128665,N,Fräcksjön,Hela sjön,Södra,23,19990718,1999,Stand,Bnord12,16,11.73,3.46,0.10,3.65, ,7,8,6452890,1286650,6448672,334101,58.14815,12.18118
645289-128665,WA31917172,NW645343-128665,N,Fräcksjön,Hela sjön,Södra,23,20000720,2000,Stand,Bnord12,16,15.70,5.62,0.00,7.39, ,6,8,6452890,1286650,6448672,334101,58.14815,12.18118
645289-128665,WA31917172,NW645343-128665,N,Fräcksjön,Hela sjön,Södra,23,20010803,2001,Stand,Bnord12,16,14.43,3.94,0.10,6.62, ,7,8,6452890,1286650,6448672,334101,58.14815,12.18118
645289-128665,WA31917172,NW645343-128665,N,Fräcksjön,Hela sjön,Södra,23,20020730,2002,Stand,Bnord12,16,17.86,4.51,0.10,10.66, ,7,8,6452890,1286650,6448672,334101,58.14815,12.18118
645289-128665,WA31917172,NW645343-128665,N,Fräcksjön,Hela sjön,Södra,23,20030723,2003,Stand,Bnord12,16,16.61,4.13,0.19,9.36, ,7,8,6452890,1286650,6448672,334101,58.14815,12.18118
645289-128665,WA31917172,NW645343-128665,N,Fräcksjön,Hela sjön,Södra,23,20040725,2004,Stand,Bnord12,16,14.94,5.43,0.10,7.01, ,7,8,6452890,1286650,6448672,334101,58.14815,12.18118
645289-128665,WA31917172,NW645343-128665,N,Fräcksjön,Hela sjön,Södra,23,20050724,2005,Stand,Bnord12,16,24.29,3.27,0.10,10.32, ,7,8,6452890,1286650,6448672,334101,58.14815,12.18118
645289-128665,WA31917172,NW645343-128665,N,Fräcksjön,Hela sjön,Södra,23,20060718,2006,Stand,Bnord12,16,14.93,3.60,0.19,8.11, ,7,8,6452890,1286650,6448672,334101,58.14815,12.18118
645289-128665,WA31917172,NW645343-128665,N,Fräcksjön,Hela sjön,Södra,23,20070724,2007,Stand,Bnord12,16,35.19,3.61,0.10,11.81, ,7,8,6452890,1286650,6448672,334101,58.14815,12.18118
645289-128665,WA31917172,NW645343-128665,N,Fräcksjön,Hela sjön,Södra,23,20080718,2008,Stand,Bnord12,16,16.27,4.37,0.00,9.31, ,7,8,6452890,1286650,6448672,334101,58.14815,12.18118
645289-128665,WA31917172,NW645343-128665,N,Fräcksjön,Hela sjön,Södra,23,20090722,2009,Stand,Bnord12,16,15.70,3.36,0.10,9.65, ,7,8,6452890,1286650,6448672,334101,58.14815,12.18118
645289-128665,WA31917172,NW645343-128665,N,Fräcksjön,Hela sjön,Södra,23,20100721,2010,Stand,Bnord12,16,9.60,3.26,0.05,3.02, ,7,8,6452890,1286650,6448672,334101,58.14815,12.18118
645289-128665,WA31917172,NW645343-128665,N,Fräcksjön,Hela sjön,Södra,23,20110715,2011,Stand,Bnord12,16,18.11,3.41,0.00,7.82, ,7,8,6452890,1286650,6448672,334101,58.14815,12.18118
645289-128665,WA31917172,NW645343-128665,N,Fräcksjön,Hela sjön,Södra,23,20120725,2012,Stand,Bnord12,16,15.48,5.72,0.00,7.20, ,6,8,6452890,1286650,6448672,334101,58.14815,12.18118
645289-128665,WA31917172,NW645343-128665,N,Fräcksjön,Hela sjön,Södra,23,20140726,2014,Stand,Bnord12,16,11.39,3.07,0.05,4.56, ,8,8,6452890,1286650,6448672,334101,58.14815,12.18118
645289-128665,WA31917172,NW645343-128665,N,Fräcksjön,Hela sjön,Södra,23,20160801,2016,Stand,Bnord12,16,12.36,4.29,0.00,5.47, ,6,8,6452890,1286650,6448672,334101,58.14815,12.18118
645289-128665,WA31917172,NW645343-128665,N,Fräcksjön,Hela sjön,Södra,23,20180725,2018,Stand,Bnord12,16,11.39,3.94,0.10,5.47, ,7,8,6452890,1286650,6448672,334101,58.14815,12.18118
645289-128665,WA31917172,NW645343-128665,N,Fräcksjön,Hela sjön,Södra,23,20220801,2022,Stand,Bnord12,16,13.43,3.75,0.15,6.24, ,7,8,6452890,1286650,6448672,334101,58.14815,12.18118
649314-149514,WA74940653,NW649253-149503,N,Geten,Hela sjön,Södra,16,20070815,2007,Stand,Bnord12,8,10.65,4.90,0.18,3.06, ,5,6,6493140,1495140,6491364,542022,58.56100,15.72168
649314-149514,WA74940653,NW649253-149503,N,Geten,Hela sjön,Södra,16,20080802,2008,Stand,Bnord12,8,14.71,3.37,0.18,9.36, ,6,6,6493140,1495140,6491364,542022,58.56100,15.72168
649314-149514,WA74940653,NW649253-149503,N,Geten,Hela sjön,Södra,16,20090812,2009,Stand,Bnord12,8,10.17,3.73,0.00,4.99, ,4,6,6493140,1495140,6491364,542022,58.56100,15.72168
649314-149514,WA74940653,NW649253-149503,N,Geten,Hela sjön,Södra,16,20100724,2010,Stand,Bnord12,8,18.60,10.46,0.00,6.66, ,4,6,6493140,1495140,6491364,542022,58.56100,15.72168
649314-149514,WA74940653,NW649253-149503,N,Geten,Hela sjön,Södra,16,20110726,2011,Stand,Bnord12,8,23.86,10.82,0.00,10.98, ,4,6,6493140,1495140,6491364,542022,58.56100,15.72168
649314-149514,WA74940653,NW649253-149503,N,Geten,Hela sjön,Södra,16,20120816,2012,Stand,Bnord12,8,11.23,5.43,0.00,4.32, ,4,6,6493140,1495140,6491364,542022,58.56100,15.72168
649314-149514,WA74940653,NW649253-149503,N,Geten,Hela sjön,Södra,16,20130815,2013,Stand,Bnord12,8,12.14,5.07,0.00,6.58, ,4,6,6493140,1495140,6491364,542022,58.56100,15.72168
649314-149514,WA74940653,NW649253-149503,N,Geten,Hela sjön,Södra,16,20140801,2014,Stand,Bnord12,8,21.91,10.57,0.00,7.92, ,5,6,6493140,1495140,6491364,542022,58.56100,15.72168
649314-149514,WA74940653,NW649253-149503,N,Geten,Hela sjön,Södra,16,20150804,2015,Stand,Bnord12,8,14.97,6.28,0.36,6.42, ,5,6,6493140,1495140,6491364,542022,58.56100,15.72168
649314-149514,WA74940653,NW649253-149503,N,Geten,Hela sjön,Södra,16,20160802,2016,Stand,Bnord12,8,17.26,5.02,0.00,9.00, ,4,6,6493140,1495140,6491364,542022,58.56100,15.72168
649314-149514,WA74940653,NW649253-149503,N,Geten,Hela sjön,Södra,16,20170813,2017,Stand,Bnord12,8,26.62,7.97,0.27,15.37, ,5,6,6493140,1495140,6491364,542022,58.56100,15.72168
649314-149514,WA74940653,NW649253-149503,N,Geten,Hela sjön,Södra,16,20180814,2018,Stand,Bnord12,8,15.25,8.23,0.00,4.32, ,4,6,6493140,1495140,6491364,542022,58.56100,15.72168
649314-149514,WA74940653,NW649253-149503,N,Geten,Hela sjön,Södra,16,20190815,2019,Stand,Bnord12,8,23.88,9.93,0.00,10.89, ,4,6,6493140,1495140,6491364,542022,58.56100,15.72168
649314-149514,WA74940653,NW649253-149503,N,Geten,Hela sjön,Södra,16,20200801,2020,Stand,Bnord12,8,37.35,12.15,0.00,21.42, ,4,6,6493140,1495140,6491364,542022,58.56100,15.72168
649314-149514,WA74940653,NW649253-149503,N,Geten,Hela sjön,Södra,16,20210809,2021,Stand,Bnord12,8,28.88,12.86,0.18,13.32, ,5,6,6493140,1495140,6491364,542022,58.56100,15.72168
649314-149514,WA74940653,NW649253-149503,N,Geten,Hela sjön,Södra,16,20220727,2022,Stand,Bnord12,8,23.29,9.79,0.18,10.23, ,5,6,6493140,1495140,6491364,542022,58.56100,15.72168
652412-143738,WA65391136,NW652500-143567,N,Långsjön,Hela sjön,Södra,30,19930729,1993,Stand,Bnord12,24,26.78,11.69,0.42,11.11, ,5,5,6524120,1437380,6521697,483867,58.83458,14.72083
652412-143738,WA65391136,NW652500-143567,N,Långsjön,Hela sjön,Södra,30,19940718,1994,Stand,Bnord12,24,23.34,12.84,0.17,5.29, ,5,5,6524120,1437380,6521697,483867,58.83458,14.72083
652412-143738,WA65391136,NW652500-143567,N,Långsjön,Hela sjön,Södra,30,19950808,1995,Stand,Bnord12,24,27.53,12.63,0.17,10.70, ,5,5,6524120,1437380,6521697,483867,58.83458,14.72083
652412-143738,WA65391136,NW652500-143567,N,Långsjön,Hela sjön,Södra,30,19960714,1996,Stand,Bnord12,24,21.43,9.35,0.22,9.48, ,5,5,6524120,1437380,6521697,483867,58.83458,14.72083
652412-143738,WA65391136,NW652500-143567,N,Långsjön,Hela sjön,Södra,30,19970811,1997,Stand,Bnord12,24,20.71,10.51,0.08,8.50, ,5,5,6524120,1437380,6521697,483867,58.83458,14.72083
652412-143738,WA65391136,NW652500-143567,N,Långsjön,Hela sjön,Södra,30,19980810,1998,Stand,Bnord12,24,24.87,9.28,0.43,11.95, ,5,5,6524120,1437380,6521697,483867,58.83458,14.72083
652412-143738,WA65391136,NW652500-143567,N,Långsjön,Hela sjön,Södra,30,19990806,1999,Stand,Bnord12,24,14.61,7.07,0.17,4.30, ,5,5,6524120,1437380,6521697,483867,58.83458,14.72083
652412-143738,WA65391136,NW652500-143567,N,Långsjön,Hela sjön,Södra,30,20000820,2000,Stand,Bnord12,24,32.55,9.69,0.26,15.43, ,5,5,6524120,1437380,6521697,483867,58.83458,14.72083
652412-143738,WA65391136,NW652500-143567,N,Långsjön,Hela sjön,Södra,30,20010722,2001,Stand,Bnord12,24,23.51,10.95,0.17,8.23, ,5,5,6524120,1437380,6521697,483867,58.83458,14.72083
652412-143738,WA65391136,NW652500-143567,N,Långsjön,Hela sjön,Södra,30,20020808,2002,Stand,Bnord12,24,27.49,12.75,0.35,11.09, ,5,5,6524120,1437380,6521697,483867,58.83458,14.72083
652412-143738,WA65391136,NW652500-143567,N,Långsjön,Hela sjön,Södra,30,20030808,2003,Stand,Bnord12,24,39.99,18.09,0.25,14.93, ,5,5,6524120,1437380,6521697,483867,58.83458,14.72083
652412-143738,WA65391136,NW652500-143567,N,Långsjön,Hela sjön,Södra,30,20040810,2004,Stand,Bnord12,24,30.62,16.51,0.08,11.99, ,5,5,6524120,1437380,6521697,483867,58.83458,14.72083
652412-143738,WA65391136,NW652500-143567,N,Långsjön,Hela sjön,Södra,30,20050801,2005,Stand,Bnord12,24,33.48,18.92,0.29,10.89, ,5,5,6524120,1437380,6521697,483867,58.83458,14.72083
652412-143738,WA65391136,NW652500-143567,N,Långsjön,Hela sjön,Södra,30,20060716,2006,Stand,Bnord12,24,31.05,12.63,0.31,11.38, ,5,5,6524120,1437380,6521697,483867,58.83458,14.72083
652412-143738,WA65391136,NW652500-143567,N,Långsjön,Hela sjön,Södra,30,20070816,2007,Stand,Bnord12,24,20.31,8.65,0.04,9.82, ,5,5,6524120,1437380,6521697,483867,58.83458,14.72083
652412-143738,WA65391136,NW652500-143567,N,Långsjön,Hela sjön,Södra,30,20080728,2008,Stand,Bnord12,24,35.51,14.09,0.25,15.93, ,5,5,6524120,1437380,6521697,483867,58.83458,14.72083
652412-143738,WA65391136,NW652500-143567,N,Långsjön,Hela sjön,Södra,30,20090731,2009,Stand,Bnord12,24,16.96,5.75,0.12,9.28, ,5,5,6524120,1437380,6521697,483867,58.83458,14.72083
652412-143738,WA65391136,NW652500-143567,N,Långsjön,Hela sjön,Södra,30,20100809,2010,Stand,Bnord12,24,23.06,9.50,0.23,10.41, ,5,5,6524120,1437380,6521697,483867,58.83458,14.72083
652412-143738,WA65391136,NW652500-143567,N,Långsjön,Hela sjön,Södra,30,20110809,2011,Stand,Bnord12,24,15.59,7.09,0.04,6.70, ,5,5,6524120,1437380,6521697,483867,58.83458,14.72083
652412-143738,WA65391136,NW652500-143567,N,Långsjön,Hela sjön,Södra,30,20120815,2012,Stand,Bnord12,24,17.58,8.16,0.00,6.56, ,4,5,6524120,1437380,6521697,483867,58.83458,14.72083
652412-143738,WA65391136,NW652500-143567,N,Långsjön,Hela sjön,Södra,30,20130811,2013,Stand,Bnord12,24,16.74,6.22,0.00,6.57, ,4,5,6524120,1437380,6521697,483867,58.83458,14.72083
652412-143738,WA65391136,NW652500-143567,N,Långsjön,Hela sjön,Södra,30,20140715,2014,Stand,Bnord12,24,21.83,8.16,0.17,11.58, ,5,5,6524120,1437380,6521697,483867,58.83458,14.72083
652412-143738,WA65391136,NW652500-143567,N,Långsjön,Hela sjön,Södra,30,20150714,2015,Stand,Bnord12,24,22.70,6.95,0.01,10.63, ,5,5,6524120,1437380,6521697,483867,58.83458,14.72083
652412-143738,WA65391136,NW652500-143567,N,Långsjön,Hela sjön,Södra,30,20160719,2016,Stand,Bnord12,24,28.23,14.24,0.17,8.35, ,5,5,6524120,1437380,6521697,483867,58.83458,14.72083
652412-143738,WA65391136,NW652500-143567,N,Långsjön,Hela sjön,Södra,30,20170718,2017,Stand,Bnord12,24,32.91,15.95,0.20,13.01, ,5,5,6524120,1437380,6521697,483867,58.83458,14.72083
652412-143738,WA65391136,NW652500-143567,N,Långsjön,Hela sjön,Södra,30,20180818,2018,Stand,Bnord12,24,29.07,15.97,0.14,11.46, ,5,5,6524120,1437380,6521697,483867,58.83458,14.72083
652412-143738,WA65391136,NW652500-143567,N,Långsjön,Hela sjön,Södra,30,20190716,2019,Stand,Bnord12,24,31.83,13.75,0.13,11.06, ,5,5,6524120,1437380,6521697,483867,58.83458,14.72083
652412-143738,WA65391136,NW652500-143567,N,Långsjön,Hela sjön,Södra,30,20200714,2020,Stand,Bnord12,24,27.02,9.10,0.04,6.59, ,5,5,6524120,1437380,6521697,483867,58.83458,14.72083
652412-143738,WA65391136,NW652500-143567,N,Långsjön,Hela sjön,Södra,30,20210726,2021,Stand,Bnord12,24,33.50,18.29,0.00,11.15, ,4,5,6524120,1437380,6521697,483867,58.83458,14.72083
652412-143738,WA65391136,NW652500-143567,N,Långsjön,Hela sjön,Södra,30,20220729,2022,Stand,Bnord12,24,49.36,20.95,0.24,23.30, ,5,5,6524120,1437380,6521697,483867,58.83458,14.72083
652902-125783,WA20544146,NW652888-125811,N,Rotehogstjärnen,Hela sjön,Södra,29,19940729,1994,Stand,Bnord12,8,38.48,27.35,0.00,11.13, ,2,3,6529020,1257830,6524402,304388,58.81500,11.61244
652902-125783,WA20544146,NW652888-125811,N,Rotehogstjärnen,Hela sjön,Södra,29,19950725,1995,Stand,Bnord12,8,26.33,17.50,0.17,8.67, ,3,3,6529020,1257830,6524402,304388,58.81500,11.61244
652902-125783,WA20544146,NW652888-125811,N,Rotehogstjärnen,Hela sjön,Södra,29,19960716,1996,Stand,Bnord12,8,23.37,12.83,0.00,10.54, ,2,3,6529020,1257830,6524402,304388,58.81500,11.61244
652902-125783,WA20544146,NW652888-125811,N,Rotehogstjärnen,Hela sjön,Södra,29,19970708,1997,Stand,Bnord12,8,27.09,18.68,0.51,7.90, ,3,3,6529020,1257830,6524402,304388,58.81500,11.61244
652902-125783,WA20544146,NW652888-125811,N,Rotehogstjärnen,Hela sjön,Södra,29,19980819,1998,Stand,Bnord12,8,21.50,15.39,0.25,5.85, ,3,3,6529020,1257830,6524402,304388,58.81500,11.61244
652902-125783,WA20544146,NW652888-125811,N,Rotehogstjärnen,Hela sjön,Södra,29,19990822,1999,Stand,Bnord12,8,19.08,14.85,0.34,3.89, ,3,3,6529020,1257830,6524402,304388,58.81500,11.61244
652902-125783,WA20544146,NW652888-125811,N,Rotehogstjärnen,Hela sjön,Södra,29,20000802,2000,Stand,Bnord12,8,29.14,18.52,0.25,10.37, ,3,3,6529020,1257830,6524402,304388,58.81500,11.61244
652902-125783,WA20544146,NW652888-125811,N,Rotehogstjärnen,Hela sjön,Södra,29,20010727,2001,Stand,Bnord12,8,52.35,37.65,0.08,14.61, ,3,3,6529020,1257830,6524402,304388,58.81500,11.61244
652902-125783,WA20544146,NW652888-125811,N,Rotehogstjärnen,Hela sjön,Södra,29,20020722,2002,Stand,Bnord12,8,32.74,19.92,0.42,12.40, ,3,3,6529020,1257830,6524402,304388,58.81500,11.61244
652902-125783,WA20544146,NW652888-125811,N,Rotehogstjärnen,Hela sjön,Södra,29,20030721,2003,Stand,Bnord12,8,37.19,20.87,0.00,16.32, ,2,3,6529020,1257830,6524402,304388,58.81500,11.61244
652902-125783,WA20544146,NW652888-125811,N,Rotehogstjärnen,Hela sjön,Södra,29,20040723,2004,Stand,Bnord12,8,32.28,18.54,0.34,13.40, ,3,3,6529020,1257830,6524402,304388,58.81500,11.61244
652902-125783,WA20544146,NW652888-125811,N,Rotehogstjärnen,Hela sjön,Södra,29,20050714,2005,Stand,Bnord12,8,34.28,19.24,0.34,14.69, ,3,3,6529020,1257830,6524402,304388,58.81500,11.61244
652902-125783,WA20544146,NW652888-125811,N,Rotehogstjärnen,Hela sjön,Södra,29,20060712,2006,Stand,Bnord12,8,23.50,13.83,0.34,9.33, ,3,3,6529020,1257830,6524402,304388,58.81500,11.61244
652902-125783,WA20544146,NW652888-125811,N,Rotehogstjärnen,Hela sjön,Södra,29,20070721,2007,Stand,Bnord12,8,28.53,18.70,0.51,9.32, ,3,3,6529020,1257830,6524402,304388,58.81500,11.61244
652902-125783,WA20544146,NW652888-125811,N,Rotehogstjärnen,Hela sjön,Södra,29,20080711,2008,Stand,Bnord12,8,17.42,10.39,0.17,6.86, ,3,3,6529020,1257830,6524402,304388,58.81500,11.61244
652902-125783,WA20544146,NW652888-125811,N,Rotehogstjärnen,Hela sjön,Södra,29,20090720,2009,Stand,Bnord12,8,28.62,21.48,0.17,6.96, ,3,3,6529020,1257830,6524402,304388,58.81500,11.61244
652902-125783,WA20544146,NW652888-125811,N,Rotehogstjärnen,Hela sjön,Södra,29,20100714,2010,Stand,Bnord12,8,25.18,22.21,0.08,2.88, ,3,3,6529020,1257830,6524402,304388,58.81500,11.61244
652902-125783,WA20544146,NW652888-125811,N,Rotehogstjärnen,Hela sjön,Södra,29,20110713,2011,Stand,Bnord12,8,28.03,19.20,0.08,8.75, ,3,3,6529020,1257830,6524402,304388,58.81500,11.61244
652902-125783,WA20544146,NW652888-125811,N,Rotehogstjärnen,Hela sjön,Södra,29,20120722,2012,Stand,Bnord12,8,37.68,25.55,0.42,11.71, ,3,3,6529020,1257830,6524402,304388,58.81500,11.61244
652902-125783,WA20544146,NW652888-125811,N,Rotehogstjärnen,Hela sjön,Södra,29,20130720,2013,Stand,Bnord12,8,22.86,14.53,0.00,8.33, ,2,3,6529020,1257830,6524402,304388,58.81500,11.61244
652902-125783,WA20544146,NW652888-125811,N,Rotehogstjärnen,Hela sjön,Södra,29,20140719,2014,Stand,Bnord12,8,22.48,17.72,0.08,4.67, ,3,3,6529020,1257830,6524402,304388,58.81500,11.61244
652902-125783,WA20544146,NW652888-125811,N,Rotehogstjärnen,Hela sjön,Södra,29,20150714,2015,Stand,Bnord12,8,24.20,15.36,0.00,8.84, ,2,3,6529020,1257830,6524402,304388,58.81500,11.61244
652902-125783,WA20544146,NW652888-125811,N,Rotehogstjärnen,Hela sjön,Södra,29,20160731,2016,Stand,Bnord12,8,25.01,15.25,0.25,9.51, ,3,3,6529020,1257830,6524402,304388,58.81500,11.61244
652902-125783,WA20544146,NW652888-125811,N,Rotehogstjärnen,Hela sjön,Södra,29,20170808,2017,Stand,Bnord12,8,28.54,21.67,0.51,6.36, ,3,3,6529020,1257830,6524402,304388,58.81500,11.61244
652902-125783,WA20544146,NW652888-125811,N,Rotehogstjärnen,Hela sjön,Södra,29,20180721,2018,Stand,Bnord12,8,37.88,19.37,0.25,18.26, ,3,3,6529020,1257830,6524402,304388,58.81500,11.61244
652902-125783,WA20544146,NW652888-125811,N,Rotehogstjärnen,Hela sjön,Södra,29,20190716,2019,Stand,Bnord12,8,39.25,21.32,0.25,17.68, ,3,3,6529020,1257830,6524402,304388,58.81500,11.61244
652902-125783,WA20544146,NW652888-125811,N,Rotehogstjärnen,Hela sjön,Södra,29,20200719,2020,Stand,Bnord12,8,27.45,16.95,0.34,10.17, ,3,3,6529020,1257830,6524402,304388,58.81500,11.61244
652902-125783,WA20544146,NW652888-125811,N,Rotehogstjärnen,Hela sjön,Södra,29,20210726,2021,Stand,Bnord12,8,30.34,20.14,0.00,10.20, ,2,3,6529020,1257830,6524402,304388,58.81500,11.61244
652902-125783,WA20544146,NW652888-125811,N,Rotehogstjärnen,Hela sjön,Södra,29,20220724,2022,Stand,Bnord12,8,30.36,18.47,0.00,11.88, ,2,3,6529020,1257830,6524402,304388,58.81500,11.61244
653737-125017,WA61711068,NW653647-125036,N,Ejgdesjön,Hela sjön,Södra,19,19940724,1994,Inven,Bnord12,24,38.65,38.53, , , ,2,2,6537370,1250170,6532654,296633,58.88537,11.47091
653737-125017,WA61711068,NW653647-125036,N,Ejgdesjön,Hela sjön,Södra,19,19950726,1995,Inven,Bnord12,24,34.18,34.08, , , ,2,2,6537370,1250170,6532654,296633,58.88537,11.47091
653737-125017,WA61711068,NW653647-125036,N,Ejgdesjön,Hela sjön,Södra,19,19960730,1996,Inven,Bnord12,24,39.76,39.65, , , ,2,2,6537370,1250170,6532654,296633,58.88537,11.47091
653737-125017,WA61711068,NW653647-125036,N,Ejgdesjön,Hela sjön,Södra,19,19970708,1997,Inven,Bnord12,24,32.54,32.47, , , ,2,2,6537370,1250170,6532654,296633,58.88537,11.47091
653737-125017,WA61711068,NW653647-125036,N,Ejgdesjön,Hela sjön,Södra,19,19980714,1998,Inven,Bnord12,24,24.75,24.48, , , ,2,2,6537370,1250170,6532654,296633,58.88537,11.47091
653737-125017,WA61711068,NW653647-125036,N,Ejgdesjön,Hela sjön,Södra,19,19990713,1999,Inven,Bnord12,24,20.57,19.73, , , ,2,2,6537370,1250170,6532654,296633,58.88537,11.47091
